name,tech_score,confidence,city,region,country,address,lat,lng,website,phone,careers_url,careers_provider,careers_api_url,careers_confidence,careers_last_checked,careers_notes,categories,sources,source_ids,notes
Netstratum Technologies Pvt. Ltd,62.0,high,Kochi,Kerala,India,,9.9791404,76.3175848,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:4323160503""}","matched: technologies, office=it"
Paradigm Technologies,62.0,high,Kochi,Kerala,India,,9.9565305,76.3101646,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11167358823""}","matched: technologies, office=it"
Sidmee Technologies Pvt LTD,62.0,high,Kochi,Kerala,India,,10.0008483,76.2793125,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:12012807826""}","matched: technologies, office=it"
Soften Technologies,62.0,high,Kochi,Kerala,India,,9.9627524,76.3012542,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:12025361139""}","matched: technologies, office=it"
Touchline Technologies,62.0,high,Kochi,Kerala,India,,9.9576447,76.2919039,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11258075591""}","matched: technologies, office=it"
WEBEL TECHNOLOGY LIMITED,62.0,high,Kolkata,West Bengal,India,,22.5795052,88.4383938,,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:362948078""}","matched: technology, office=it"
Humanware Technology,62.0,high,Mumbai,Maharashtra,India,"201, plot 60, Mayuresh Chambers, Sakharam Patil Marg Railway Flyover, Navi Mumbai, 400614",19.0169252,73.0373322,,,,,,,,,office=it company,openstreetmap,"{""openstreetmap"": ""node:12956428322""}","matched: technology, office=it"
STPI Infotech Tower,62.0,high,Nagpur,Maharashtra,India,"South Ambazari Road, Nagpur, 440022",21.1214034,79.0488308,,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:477500068""}","matched: infotech, office=it"
Tenwave Infotech Pvt ltd,62.0,high,New Delhi,Delhi,India,"D-112, Chattatpur enclave, 60 Feet road, New Delhi, 110074",28.5027027,77.1842295,,,,,,,,,office=it | building=office,openstreetmap,"{""openstreetmap"": ""way:350807800""}","matched: infotech, office=it"
KFin Technologies Limited,62.0,high,Noida,Uttar Pradesh,India,,28.5709215,77.3243069,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13028354601""}","matched: technologies, office=it"
Famic Technologies Pvt Ltd,62.0,high,Pune,Maharashtra,India,"Office No. 301,Pentagon Tower - 1, Magarpatta City, Pune, 411013",18.512855,73.92451,https://www.famictech.com/,,,,,,,,description=Software company,openstreetmap,"{""openstreetmap"": ""way:256431155""}","matched: software, technologies"
Futurism Technologies,62.0,high,Pune,Maharashtra,India,,18.5837179,73.7356215,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11337775147""}","matched: technologies, office=it"
HCL Technologies Limited (Amber Fort),62.0,high,Pune,Maharashtra,India,,18.5927565,73.7320379,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:10716128584""}","matched: technologies, office=it"
Infosys Technologies Pvt Ltd,62.0,high,Pune,Maharashtra,India,,18.5940112,73.7080573,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:5518855982""}","matched: technologies, office=it"
Marathe Infotech Private Limited,62.0,high,Pune,Maharashtra,India,16,18.5668003,73.7704958,,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:359719207""}","matched: infotech, office=it"
Storynest Technologies Private Limited,62.0,high,Pune,Maharashtra,India,,18.5582113,73.7959274,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:12806062635""}","matched: technologies, office=it"
Tata Technologies Ltd,62.0,high,Pune,Maharashtra,India,,18.5853971,73.7333248,,,,,,,,,office=yes | office=it,openstreetmap,"{""openstreetmap"": ""way:60976164""}","matched: technologies, office=it"
aquila technologies,62.0,high,Thiruvananthapuram,Kerala,India,,8.5610884,76.9337292,,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:763017725""}","matched: technologies, office=it"
Ergonomics Communication and Information Technologies (P) Ltd,62.0,high,Thiruvananthapuram,Kerala,India,,8.5017883,76.9664298,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:2037781410""}","matched: technologies, office=it"
Kerala State Information Technology Mission,62.0,high,Thiruvananthapuram,Kerala,India,"Saankethika, Vrindavan Gardens, Pattom, Thiruvananthapuram, 695004",8.5164389,76.9419566,https://itmission.kerala.gov.in/,+91-4712318007,,,,,,,office=government | building=yes,openstreetmap,"{""openstreetmap"": ""way:802621710""}","matched: information technology, technology"
DBA Technologies,62.0,high,Vijayawada,Andhra Pradesh,India,,16.511743,80.6388733,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:12852970962""}","matched: technologies, office=it"
Pennant Technologies,62.0,high,Visakhapatnam,Andhra Pradesh,India,,17.8114054,83.3896596,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11896309765""}","matched: technologies, office=it"
ACL Digital,61.0,high,Bengaluru,Karnataka,India,"4/1, Tower D, Bannerghatta Main Road, IBC Knowledge Park, Bengaluru, 560029",12.9329349,77.6037016,https://www.acldigital.com,+918040343000,https://www.acldigital.com/video/exceptional-growth-and-rewarding-career,company_website,https://www.acldigital.com/careers/,medium,2026-06-12T22:51:17+00:00,careers page found on company website,office=it,openstreetmap,"{""openstreetmap"": ""node:12638219052""}","matched: digital, office=it"
Novyukthi Solutions Private Limited,61.0,high,Bengaluru,Karnataka,India,"161, 2nd Cross, Bengaluru Central City Corporation, 560020",12.9960675,77.5795878,https://www.novyukthi.com,+91-9900-034649,https://www.novyukthi.com/jobs,company_website,,low,2026-06-12T23:31:42+00:00,careers page found on company website,office=it,openstreetmap,"{""openstreetmap"": ""node:13374150598""}","matched: solutions, office=it"
AuroIN LLC,61.0,high,Bhubaneswar,Odisha,India,"TCS Footpath, Bhubaneswar Municipal Corporation",20.3491353,85.8077574,,,,,,,,,"building=yes | description=Full-Service Digital Marketing and SEO service provider in NYC with expertise in Responsive Web, Mobile App Development, Video production, SMO, and PPC.",openstreetmap,"{""openstreetmap"": ""way:693559155""}","matched: app development, mobile app, digital"
Sab Hi Digital,61.0,high,Chandigarh-Mohali,Chandigarh/Punjab,India,"SCO 54-55-56, 3rd & 4th Floor Sector - 17 A, Jan Marg, Chandigarh, 160017",30.7438912,76.7840603,https://www.sabhidigital.in/,+918398060443,https://www.sabhidigital.in/carrer,company_website,https://framerusercontent.com/assets/Ii21jnSJkulBKsHHXKlapi7fv9w.woff2,medium,2026-06-12T23:31:46+00:00,careers page found on company website,office=it,openstreetmap,"{""openstreetmap"": ""node:9123608211""}","matched: digital, office=it"
Atlyx,60.0,high,Ahmedabad,Gujarat,India,"1st Florr, RE 11,, Ambli Bopal Road, Ahmedabad, 380058",23.0263028,72.5028547,https://theatlyx.com/,+919824132089,,,,none,2026-06-12T22:13:02+00:00,https://theatlyx.com/jobs: HTTPError; https://theatlyx.com/jobs/: HTTPError; https://theatlyx.com/career: HTTPError; no careers page detected,"office=advertising_agency | description=""ATLYX is a creative-technology studio built for brands that don’t want to be “seen” — they want to be experienced.

We design and build immersive brand moments, high-performing digital products, and intelligent marketing systems that turn attention into",openstreetmap,"{""openstreetmap"": ""node:13316001429""}","matched: technology, systems, digital"
Net Solutions,60.0,high,Chandigarh-Mohali,Chandigarh/Punjab,India,"15, Rajiv Gandhi Chandigarh Technology Park, Chandigarh, 160101",30.7268559,76.8410494,https://www.netsolutions.com/,,https://www.netsolutions.com/careers/,company_website,https://www.netsolutions.com/careers/,medium,2026-06-13T02:20:35+00:00,careers page found on company website,"description=Net Solutions is a digital experience agency that helps brands leverage design, engineering and AI to build consumer-focused products and platforms. Established in the year 2000, our global clients include leading brands and startups, including Harvard B",openstreetmap,"{""openstreetmap"": ""node:13301446745""}","matched: technology, solutions, digital"
SBSOL Digital Pvt. Ltd.,59.0,high,Kochi,Kerala,India,"2nd & 3rd Floor, PPJC Towers, Kalavath Road, Palarivattom, 682025",10.0034384,76.3093921,https://www.sbsoldigital.com/,,https://careers.sbsoldigital.com/,company_website,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,medium,2026-06-13T06:42:51+00:00,careers page found on company website,office=it,openstreetmap,"{""openstreetmap"": ""node:9992466634""}","matched: digital, office=it"
ITECONIC Solutions LLP,59.0,high,Noida,Uttar Pradesh,India,,28.6116357,77.3777841,https://iteconic.com/,,https://iteconic.com/jobs,company_website,,low,2026-06-13T06:42:55+00:00,careers page found on company website,office=it,openstreetmap,"{""openstreetmap"": ""node:11670008960""}","matched: solutions, office=it"
miracle software systems,59.0,high,Visakhapatnam,Andhra Pradesh,India,,17.8027448,83.3950801,,,,,,,,,office=company | building=yes,openstreetmap,"{""openstreetmap"": ""way:454334775""}","matched: software, systems, office=company"
Ignis Technology Solutions Pvt Ltd,58.0,high,Bengaluru,Karnataka,India,"#17/17, 30th Main road, 7th Cross, Banashankari 2nd Stage, Bangalore, 560085",12.9291956,77.5624757,www.ignistech.com/,080 2679 2906,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:3257577969""}","matched: technology, solutions, office=company"
OneCity Technologies Pvt Ltd,58.0,high,Mangaluru,Karnataka,India,"D.No. 16-3-138 / 24, 1st Floor, Mohtisham Emporium Complex, Old Pumpwell Road, Kankanady, Mangalore, 575002",12.8676561,74.8588179,https://www.onecity.co.in/,+91 9902330233,,,,,,,"office=consulting | description=Website Designing, Web Applications, eCommerce Websites, Ecommerce Business Planning, Dropshipping E-commerce, Social Media Marketing, Digital Marketing, Graphic Designing and more.",openstreetmap,"{""openstreetmap"": ""node:7921961777""}","matched: technologies, solutions, digital"
Ambara Software Technologies,57.0,high,Bengaluru,Karnataka,India,,13.026214,77.6358131,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:454091337""}","matched: software, technologies"
Connectivity IT Solutions Private Limited,57.0,high,Bengaluru,Karnataka,India,"1877, 31st Cross Road, Banashankari 2nd stage,Bangalore, 560070",12.9196631,77.5682271,https://www.cosol.in,08026716555,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:1271217728""}","matched: solutions, office=it"
CourseCube Private Limited( BTM Layout),57.0,high,Bengaluru,Karnataka,India,"2, Outer Ring Road, Bengaluru, 560076",12.9163603,77.604733,,,,,,,,,"office=educational_institution | description=CourseCube is a premier Company for Job oriented training and skill upliftment programs. We offer training on in-demand and trending technologies like Java, Python, Spring, Hibernate, Software Testing,Selenium with placements",openstreetmap,"{""openstreetmap"": ""node:11629963582""}","matched: software, technologies"
Infanion Software Solutions,57.0,high,Bengaluru,Karnataka,India,,12.9793697,77.7119958,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12981491771""}","matched: software, solutions, office=company"
Nucleon Technologies,57.0,high,Bengaluru,Karnataka,India,"667, 15 th Cross, RHCS Layout, Annapoorneshwari Nagar, Nagarbhavi 2nd Stage, Bangalore, 560091",12.9761014,77.5060068,,,,,,,,,building=office,openstreetmap,"{""openstreetmap"": ""node:1915104214""}","matched: software, technologies"
Rain Cloud Technologies (TCS iON Exam Center),57.0,high,Bengaluru,Karnataka,India,"11th cross, Balaji Nagar, Thigarampalaya, Peenya 2nd Stage, Bengaluru",13.014386,77.4918622,,,,,,,,,office=educational_institution | description=TCS ION powered digital exam center. Has a paid open parking facility.,openstreetmap,"{""openstreetmap"": ""node:11276487679""}","matched: technologies, cloud, digital"
Software Technology Parks of India,57.0,high,Bengaluru,Karnataka,India,,12.8387622,77.6635722,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:231354813""}","matched: software, technology"
Vitamap Software Solutions Pvt Ltd,57.0,high,Bengaluru,Karnataka,India,"No 359, 16 Main, Jayanagar 4th T Block, Bangalore, 560041",12.9258472,77.5882205,,,,,,,,,office=company | description=mEdge - Field Mobility Platform,openstreetmap,"{""openstreetmap"": ""node:4502324511""}","matched: software, solutions, office=company"
Software Technology Parks of India,57.0,high,Bhubaneswar,Odisha,India,,20.292379,85.7426859,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:686709187""}","matched: software, technology"
Adyog Software Solutions Pvt Ltd.,57.0,high,Chennai,Tamil Nadu,India,,12.9479958,80.1981571,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:3883296157""}","matched: software, solutions, office=company"
Novalnet e-Solutions Pvt. Ltd.,57.0,high,Chennai,Tamil Nadu,India,"131, Erikkarai Street, Chennai, 600059",12.9325309,80.1298056,https://www.novalnet-solutions.com/,+91 44 43574176,,,,,,,"office=it | building=yes | description=Young and innovative company, offering fresh and creative business ideas to help brand grow.",openstreetmap,"{""openstreetmap"": ""way:354989823""}","matched: solutions, office=it"
Software Technology Parks of India - STPI,57.0,high,Chennai,Tamil Nadu,India,,12.9853689,80.2510766,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:155204886""}","matched: software, technology"
SproutUp Solutions,57.0,high,Coimbatore,Tamil Nadu,India,"9/32A2, Vadavalli Road, Auto Nagar, Edayarpalayam, coimbatore, 641025",11.0367955,76.9206756,https://sproutup.co.in,+918300087703,,,,,,,office=it | description=SproutUp provides co-working space under brand SproutUp Space and technical mentorship program under  brand SproutUp Tech,openstreetmap,"{""openstreetmap"": ""node:12393529112""}","matched: solutions, office=it"
White Data Systems Pvt Ltd,57.0,high,Coimbatore,Tamil Nadu,India,"E, Cross Cut Road, கோயம்புத்தூர், 641009",11.0164484,76.9600073,http://www.iloads.in/,,,,,none,2026-06-13T00:07:31+00:00,homepage fetch failed: ConnectionError; http://www.iloads.in/jobs: ConnectionError; http://www.iloads.in/jobs/: ConnectionError; http://www.iloads.in/career: ConnectionError; no careers page detected,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:1240248298""}","matched: systems, office=it"
Software Technology Park India,57.0,high,Hubballi-Dharwad,Karnataka,India,,15.3534338,75.1325197,,,,,,,,,building=office,openstreetmap,"{""openstreetmap"": ""way:162173239""}","matched: software, technology"
Geosys Enterprise Solutions Pvt. Ltd.,57.0,high,Hyderabad,Telangana,India,"6-3-841/A/2/C-1, Shanthi Nagar Colony, Hyderabad, 500016",17.4333627,78.4487106,https://geosys.co.in/,+914065522333,,,,none,2026-06-13T00:07:32+00:00,homepage fetch failed: SSLError; https://geosys.co.in/jobs: SSLError; https://geosys.co.in/jobs/: SSLError; https://geosys.co.in/career: SSLError; no careers page detected,office=it,openstreetmap,"{""openstreetmap"": ""node:3404080921""}","matched: solutions, office=it"
Guidewell IT Private Limited,57.0,high,Hyderabad,Telangana,India,"819/8 Manjeera Majestic Commercial, 8th Floor, JNTU Rd, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072",17.4919043,78.3936423,https://guidewellit.com,+91 8883888769,,,,,,,office=it | description=Digital Marketing,openstreetmap,"{""openstreetmap"": ""node:9788465128""}","matched: digital, office=it"
Conceptia Software Technologies,57.0,high,Kochi,Kerala,India,"CUSAT Road, Kalmassery, Ernakulam",10.0469712,76.3196851,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:863470239""}","matched: software, technologies"
Datamate Info Solutions Limited,57.0,high,Kochi,Kerala,India,"9/826/C, 11-12, 5TH Floor Meda, Kakkand, Seaport Airport Road, Kochi, 682030",10.0121007,76.3415764,https://datamateindia.com/,+91-9048-762111,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13351835111""}","matched: solutions, office=it"
Key Value Systems,57.0,high,Kochi,Kerala,India,,10.0114483,76.3666722,keyvalue.system,,,,,none,2026-06-13T01:24:00+00:00,homepage fetch failed: ConnectionError; https://keyvalue.system/jobs: ConnectionError; https://keyvalue.system/jobs/: ConnectionError; https://keyvalue.system/career: ConnectionError; no careers page detected,office=it,openstreetmap,"{""openstreetmap"": ""node:11041710418""}","matched: systems, office=it"
Techmaven IT Solutions Pvt. Ltd.,57.0,high,Kochi,Kerala,India,"Seaport Airport Road, Kochi, 682021",10.0279858,76.3369122,https://www.techmavenit.com/,+01-9746-530365,,,,none,2026-06-13T01:24:02+00:00,https://www.techmavenit.com/jobs: HTTPError; https://www.techmavenit.com/jobs/: HTTPError; https://www.techmavenit.com/career: HTTPError; no careers page detected,office=it,openstreetmap,"{""openstreetmap"": ""node:13325885776""}","matched: solutions, office=it"
Precision E-Technologies Private Limited,57.0,high,Nagpur,Maharashtra,India,"Plot No: 10, Malviya Nagar, Khamla Near Jaiprakash Nagar Railway Cross, Beltarodi, Nagpur, 440025",21.0725117,79.0756202,,,,,,,,,building=office,openstreetmap,"{""openstreetmap"": ""node:4822849559""}","matched: software, technologies"
Brey Digital,57.0,high,Noida,Uttar Pradesh,India,"G-1206, Antriksh Golf Link, Sector 1, Greater Noida West, Greater Noida, 201318",28.5580691,77.4397958,https://brey.in,+919958654488,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:10701576155""}","matched: digital, office=it"
Halo Technologies,57.0,high,Noida,Uttar Pradesh,India,"Plot 34, Niti Khand 1, Indirapuram, Ghaziabad, 201014",28.6455038,77.360382,,,,,,,,,building=yes | description=Software development company,openstreetmap,"{""openstreetmap"": ""way:351320503""}","matched: software, technologies"
Datavision Software solutions Pvt Ltd,57.0,high,Pune,Maharashtra,India,"Jagdishnagar, Pune, 411007",18.5553899,73.8166489,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12863596006""}","matched: software, solutions, office=company"
Exaltech Solutions,57.0,high,Pune,Maharashtra,India,"Vasukamal Building, Lalit Mahal, Baner Road, Pune, 411045",18.5638599,73.7772605,https://www.exaltechsolutions.com/,+917888037987,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:4841646047""}","matched: solutions, office=it"
SplendorNet Technologies Pvt. Ltd.,57.0,high,Pune,Maharashtra,India,"Lane 6, Tirupati Nivas, Shriram Colony, Tapodham Road, Warje, Pune, 411052",18.4790199,73.8100836,,,,,,,,,building=yes | description=SplendorNet Technologies Pvt. Ltd. is one of the leading opensource software company that helps realize business dream through consulting and IT partnership,openstreetmap,"{""openstreetmap"": ""way:360227699""}","matched: software, technologies"
heptaarise IT solutions,57.0,high,Raipur,Chhattisgarh,India,"sector2 shankar nagar,raipur, raipur, 492004",21.2571362,81.6587158,https://www.heptarise.com/,+91 7898484348,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:4445321731""}","matched: solutions, office=it"
Shreedama Technologies,57.0,high,Surat,Gujarat,India,,21.2364213,72.8757941,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:5442595083""}","matched: software, technologies"
Ideology Software Technologies Pvt Ltd,57.0,high,Thiruvananthapuram,Kerala,India,,8.5803754,76.8783788,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:7106505143""}","matched: software, technologies"
Lenovo,57.0,high,Vijayawada,Andhra Pradesh,India,,16.5098332,80.6391845,,,,,,,,,shop=computer,openstreetmap,"{""openstreetmap"": ""node:13001406941""}","matched: software, systems, computer"
GrayMatter Software Services Pvt. Ltd.,56.0,high,Bengaluru,Karnataka,India,"20, 4th Floor, West Wing, RMZ Ecoworld SEZ, Outer Ring Road,, Bengaluru, 560103",12.9258227,77.6866283,https://www.graymatter.co.in/,080671 56666,https://www.graymatter.co.in/careers/,company_website,https://www.graymatter.co.in/careers/,medium,2026-06-13T08:01:52+00:00,careers page found on company website,office=company,openstreetmap,"{""openstreetmap"": ""node:4445351664""}","matched: software, office=company"
jda software pvt.limited,56.0,high,Bengaluru,Karnataka,India,"Sevice Road, Bengaluru, 560103",12.9323774,77.6835493,https://jda.com/,+918061018888,https://blueyonder.com/resources/challenges-and-opportunities-of-supply-chain-disruption,company_website,https://blueyonder.com/en/data/header/header/about/right/blue-yonder-at-a-glance/careers,medium,2026-06-13T08:02:11+00:00,careers page found on company website,office=company,openstreetmap,"{""openstreetmap"": ""node:4447209004""}","matched: software, office=company"
Tech Prastish Software Solutions Pvt. Ltd.,56.0,high,Chandigarh-Mohali,Chandigarh/Punjab,India,"E237, Ground Floor, Industrial Area, Phase 8B, Mohali, 160055",30.7116635,76.6890554,https://www.tech-prastish.com/,+919988960789,https://www.tech-prastish.com/careers/,company_website,https://www.tech-prastish.com/careers/,medium,2026-06-13T09:17:11+00:00,careers page found on company website,,openstreetmap,"{""openstreetmap"": ""node:6165261384""}","matched: software, solutions"
Novac Technology Solutions,56.0,high,Chennai,Tamil Nadu,India,"Office 275, Statesman One, Ramakrishna Mutt Rd, Mylapore,Chennai, 600004",13.036261,80.2674193,https://www.novactech.in/,,,,,none,2026-06-13T02:20:47+00:00,homepage fetch failed: ConnectTimeout; https://www.novactech.in/jobs: ConnectTimeout; https://www.novactech.in/jobs/: ConnectTimeout; https://www.novactech.in/career: ConnectTimeout; no careers page detected,office=company,openstreetmap,"{""openstreetmap"": ""node:10161910232""}","matched: technology, solutions, office=company"
Syscraft Information System - Web & Mobile App Development,56.0,high,Indore,Madhya Pradesh,India,"601, Mahasagar Corporate, Geeta Bhawan, Indore, 452001",22.7189423,75.8879153,https://www.syscraftonline.com/,+917314090138,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:3838704656""}","matched: app development, mobile app"
Technology and Solutions,56.0,high,Lucknow,Uttar Pradesh,India,"41, Shivaji Enclave, C Block, Indiranagar, Lucknow, 226016",26.8782898,80.9874066,https://soln.tech,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:13732139335""}","matched: technology, solutions, office=company"
Kailash Path Labs,56.0,high,Noida,Uttar Pradesh,India,"Shop/Unit No. UGF 003, Nirala Biz Park Phase –VI, NIRALA ESTATE, Plot No. GH-04, Tech Zone IV, Patwari, Greater Noida, 201306",28.6366476,77.3687875,https://www.kailashpathlabs.com/,+91-9911370370,,,,none,2026-06-13T03:46:28+00:00,homepage fetch failed: HTTPError; https://www.kailashpathlabs.com/jobs: HTTPError; https://www.kailashpathlabs.com/jobs/: HTTPError; https://www.kailashpathlabs.com/career: HTTPError; no careers page detected,"description=Kailash Path Labs, Indirapuram, operated by Kailash Healthcare Ltd., is a trusted diagnostic center dedicated to providing accurate and timely diagnostic solutions. | description=Kailash Path Labs, Greater Noida West is part of Kailash Healthcare, providing reliable and accurate diagnostic services with state-of-the-art technology.",openstreetmap,"{""openstreetmap"": ""node:12627866655""}","matched: technology, solutions, labs"
Swecha Andhra Pradesh,56.0,high,Vijayawada,Andhra Pradesh,India,"S6, Jammi chettu center, Vijayawada, 520010",16.5071093,80.6454387,https://swechaap.org,+91 95055 62303,https://www.swechaap.org/workwithus/,company_website,https://work.swechaap.org/jobs/linux-system-administrator-intern,medium,2026-06-13T10:15:36+00:00,careers page found on company website,"office=ngo | description=Swecha Andhra Pradesh is a non-profit leveraging Free and Open Source Software (FOSS) for community development, addressing social issues, and reducing the digital divide. Committed to creating an inclusive, technologically empowered society.",openstreetmap,"{""openstreetmap"": ""node:11468881519""}","matched: software, digital"
Complitech Solutions Pvt. Ltd.,55.0,high,Ahmedabad,Gujarat,India,"303, Sarvopari Mall, Ahmedabad, 380061",23.0589766,72.537631,https://complitech.us/,,,,,none,2026-06-13T03:46:36+00:00,homepage fetch failed: ConnectTimeout; https://complitech.us/jobs: ConnectTimeout; https://complitech.us/jobs/: ConnectTimeout; https://complitech.us/career: ConnectTimeout; no careers page detected,office=it,openstreetmap,"{""openstreetmap"": ""node:5611932992""}","matched: solutions, office=it"
Bhartiya Centre of Information Technology,55.0,high,Bengaluru,Karnataka,India,,13.0841386,77.6406209,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:781780410""}","matched: information technology, technology"
o9 Solutions,55.0,high,Bengaluru,Karnataka,India,"ITPL Main Road, Doddanekundi, Bengaluru, 560048",12.9733657,77.7101121,https://www.o9solutions.com,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:10750816339""}","matched: solutions, office=it"
Raincode Labs India,55.0,high,Bengaluru,Karnataka,India,"1144, 22nd Cross Road, Bangalore, 560102",12.9086807,77.6486567,https://www.raincodelabs.com/,+91 99450 47258,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:9969767664""}","matched: labs, office=it"
Beez Innovation Labs Pvt. Ltd.,55.0,high,Chennai,Tamil Nadu,India,"HQ10 Primus, Office no. 205, 2nd floor, SP-7A, South Phase, Guindy Industrial Estate, Guindy, Chennai, 600032",13.0145816,80.2018161,https://www.beezlabs.com/,+91 44 4004 0468,,,,none,2026-06-13T05:18:53+00:00,https://www.beezlabs.com/jobs: HTTPError; https://www.beezlabs.com/jobs/: HTTPError; https://www.beezlabs.com/career: HTTPError; no careers page detected,office=it,openstreetmap,"{""openstreetmap"": ""node:6788124685""}","matched: labs, office=it"
Touchmark Media,55.0,high,Chennai,Tamil Nadu,India,"10-C, 92nd St, 18th avenue, Ashok Nagar, Chennai, 600083",13.0435956,80.2114638,http://www.touchmarkmedia.in,,,,,none,2026-06-13T05:18:55+00:00,homepage fetch failed: ConnectionError; http://www.touchmarkmedia.in/jobs: ConnectionError; http://www.touchmarkmedia.in/jobs/: ConnectionError; http://www.touchmarkmedia.in/career: ConnectionError; no careers page detected,office=it | description=Touch Mark Media is one of the leading Digital Media Marketing and Advertising Company in Chennai. Digital marketing helps all the business persons to bring out more sales for their business.,openstreetmap,"{""openstreetmap"": ""node:4066311356""}","matched: digital, office=it"
Shriasys,55.0,high,Coimbatore,Tamil Nadu,India,"304, G.V. Residency, Coimbatore, 641028",11.0091738,77.0139058,https://shriasys.com,,,,,,,,"office=it | description=Website Development, Website Hosting, SEO and Digital Marketing Services",openstreetmap,"{""openstreetmap"": ""node:12425496319""}","matched: digital, office=it"
US IT Services,55.0,high,Gurugram,Haryana,India,"Basement, KH No- 367, Plot No - 41, 100 Feet Rd, near KSM School, Ghitorini, Delhi, 110030",28.4970937,77.1455382,https://www.usitservices.in/,9015035702,https://www.usitservices.in/blog/how-companies-handle-it-gaps-between-hiring-and-onboarding/,company_website,https://challenges.cloudflare.com/turnstile/v0/api.js,medium,2026-06-13T10:15:45+00:00,careers page found on company website,office=it,openstreetmap,"{""openstreetmap"": ""node:13180200122""}","matched: it services, office=it; negative hints: school"
Department Of Information Technology,55.0,high,Guwahati,Assam,India,781014,26.1526227,91.6645327,,,,,,,,,office=educational_institution,openstreetmap,"{""openstreetmap"": ""node:4689353601""}","matched: information technology, technology"
Unwired Labs (India) Pvt Ltd,55.0,high,Hyderabad,Telangana,India,500033,17.421227,78.4006673,https://unwiredlabs.com,+91-4066-588335,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:4398575802""}","matched: labs, office=it"
Maharishi University Of Information Technology,55.0,high,Lucknow,Uttar Pradesh,India,"Lucknow, 226021",26.9302879,80.9278433,,,,,,,,,amenity=university | description=Maharishi University of Information Technology IIM bypass Lucknow,openstreetmap,"{""openstreetmap"": ""node:5109403070""}","matched: information technology, technology"
Information Technology,55.0,high,Nagpur,Maharashtra,India,,21.0950127,78.9802811,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4711226230""}","matched: information technology, technology"
UMS Tech Labs,55.0,high,Nashik,Maharashtra,India,"#404, Shree Ganesh Kuber, Gangapur Road, Nashik, 422005",20.0099934,73.7642047,https://umstechlabs.com/,022 30770139,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:5419812402""}","matched: labs, office=it"
Delhi Information Technology Park,55.0,high,New Delhi,Delhi,India,,28.6722963,77.2502281,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:80429869""}","matched: information technology, technology"
Department Of Information Technology Engineering,55.0,high,Panaji/Goa,Goa,India,,15.4252041,73.9795401,,,,,,,,,amenity=parking,openstreetmap,"{""openstreetmap"": ""way:1359536463""}","matched: information technology, technology"
